country_region_code,country_region,sub_region_1,sub_region_2,date,解析日,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,VAR00002,VAR00003,VAR00004,VAR00005,VAR00006,VAR00007
JP,Japan,Akita, ,5/18/2020, ,-9,-2,52,-20,-7,4, , , , , , 
JP,Japan,Akita, ,5/19/2020, ,-12,-2,5,-30,-7,5, , , , , , 
JP,Japan,Akita, ,5/20/2020, ,-3,8,13,-26,-6,4, , , , , , 
JP,Japan,Akita, ,5/21/2020, ,-9,0,22,-22,-6,5, , , , , , 
JP,Japan,Akita, ,5/22/2020, ,-9,-1,31,-27,-7,5, , , , , , 
JP,Japan,Akita, ,5/23/2020, ,-5,4,78,-24,-12,4, , , , , , 
JP,Japan,Akita, ,5/24/2020, ,-4,3,97,-17,-7,3, , , , , , 
JP,Japan,Akita, ,5/25/2020, ,-2,3,39,-18,-7,3, , , , , , 
JP,Japan,Akita, ,5/26/2020, ,2,4,52,-20,-5,3, , , , , , 
JP,Japan,Akita, ,5/27/2020, ,-1,4,29,-21,-5,3, , , , , , 
JP,Japan,Akita, ,5/28/2020, ,-1,4,46,-18,-4,3, , , , , , 
JP,Japan,Akita, ,5/29/2020, ,-3,1,51,-22,-5,4, , , , , , 
JP,Japan,Akita, ,5/30/2020, ,4,10,103,-17,-5,2, , , , , , 
JP,Japan,Akita, ,5/31/2020, ,2,7,89,-13,-5,2, , , , , , 
JP,Japan,Akita, ,6/1/2020, ,-4,1,40,-19,-3,3, , , , , , 
JP,Japan,Akita, ,6/2/2020, ,0,3,36,-22,-4,3, , , , , , 
JP,Japan,Akita, ,6/3/2020, ,1,5,59,-15,-4,2, , , , , , 
JP,Japan,Akita, ,6/4/2020, ,-1,4,47,-17,-4,3, , , , , , 
JP,Japan,Akita, ,6/5/2020, ,-2,2,44,-22,-5,4, , , , , , 
JP,Japan,Aomori, ,2/15/2020, ,1,2,10,-4,5,-1, , , , , , 
JP,Japan,Aomori, ,2/16/2020, ,-9,-3,-19,-14,-2,2, , , , , , 
JP,Japan,Aomori, ,2/17/2020, ,0,-1,1,-5,-1,1, , , , , , 
JP,Japan,Aomori, ,2/18/2020, ,1,-1,-1,-2,0,1, , , , , , 
JP,Japan,Aomori, ,2/19/2020, ,2,5,10,2,1,0, , , , , , 
JP,Japan,Aomori, ,2/20/2020, ,6,5,3,0,0,0, , , , , , 
JP,Japan,Aomori, ,2/21/2020, ,1,-1,-2,-2,1,1, , , , , , 
JP,Japan,Aomori, ,2/22/2020, ,1,2,2,2,1,0, , , , , , 
JP,Japan,Aomori, ,2/23/2020, ,-2,-2,-21,-10,-1,1, , , , , , 
JP,Japan,Aomori, ,2/24/2020, ,27,3,-5,-6,-51,14, , , , , , 
JP,Japan,Aomori, ,2/25/2020, ,6,6,0,1,1,0, , , , , , 
JP,Japan,Aomori, ,2/26/2020, ,4,7,9,1,2,0, , , , , , 
JP,Japan,Aomori, ,2/27/2020, ,1,5,2,-4,1,1, , , , , , 
JP,Japan,Aomori, ,2/28/2020, ,1,9,-6,-13,2,1, , , , , , 
JP,Japan,Aomori, ,2/29/2020, ,-2,14,-8,-18,8,1, , , , , , 
JP,Japan,Aomori, ,3/1/2020, ,-8,9,-16,-24,4,3, , , , , , 
JP,Japan,Aomori, ,3/2/2020, ,-5,1,-9,-20,-1,3, , , , , , 
JP,Japan,Aomori, ,3/3/2020, ,0,7,-5,-19,-2,3, , , , , , 
JP,Japan,Aomori, ,3/4/2020, ,2,7,17,-15,-1,2, , , , , , 
JP,Japan,Aomori, ,3/5/2020, ,-5,1,-2,-19,-2,4, , , , , , 
JP,Japan,Aomori, ,3/6/2020, ,-7,-3,-7,-23,-2,4, , , , , , 
JP,Japan,Aomori, ,3/7/2020, ,-6,2,5,-20,-1,3, , , , , , 
JP,Japan,Aomori, ,3/8/2020, ,-7,1,26,-15,-2,3, , , , , , 
JP,Japan,Aomori, ,3/9/2020, ,-2,-3,15,-16,-2,3, , , , , , 
JP,Japan,Aomori, ,3/10/2020, ,1,2,-6,-20,-3,3, , , , , , 
JP,Japan,Aomori, ,3/11/2020, ,4,5,7,-14,-3,3, , , , , , 
JP,Japan,Aomori, ,3/12/2020, ,5,5,8,-14,-3,3, , , , , , 
JP,Japan,Aomori, ,3/13/2020, ,-2,-2,-13,-22,-4,4, , , , , , 
JP,Japan,Aomori, ,3/14/2020, ,0,3,1,-16,-4,3, , , , , , 
JP,Japan,Aomori, ,3/15/2020, ,-5,3,-2,-17,-2,3, , , , , , 
JP,Japan,Aomori, ,3/16/2020, ,-4,-1,-17,-20,-3,4, , , , , , 
JP,Japan,Aomori, ,3/17/2020, ,5,3,5,-12,-2,2, , , , , , 
JP,Japan,Aomori, ,3/18/2020, ,7,6,19,-11,-1,1, , , , , , 
JP,Japan,Aomori, ,3/19/2020, ,15,8,25,-4,-4,0, , , , , , 
JP,Japan,Aomori, ,3/20/2020, ,10,0,-17,-29,-50,17, , , , , , 
JP,Japan,Aomori, ,3/21/2020, ,-2,2,2,-12,-4,3, , , , , , 
JP,Japan,Aomori, ,3/22/2020, ,-5,0,0,-9,-2,2, , , , , , 
JP,Japan,Aomori, ,3/23/2020, ,1,-1,11,-13,-2,2, , , , , , 
JP,Japan,Aomori, ,3/24/2020, ,5,3,8,-14,-3,3, , , , , , 
JP,Japan,Aomori, ,3/25/2020, ,12,12,26,-9,-3,1, , , , , , 
JP,Japan,Aomori, ,3/26/2020, ,4,7,14,-13,-4,3, , , , , , 
JP,Japan,Aomori, ,3/27/2020, ,-2,3,9,-20,-4,4, , , , , , 
JP,Japan,Aomori, ,3/28/2020, ,-4,3,8,-19,-3,3, , , , , , 
JP,Japan,Aomori, ,3/29/2020, ,-11,1,11,-20,0,3, , , , , , 
JP,Japan,Aomori, ,3/30/2020, ,3,-1,20,-16,-5,3, , , , , , 
JP,Japan,Aomori, ,3/31/2020, ,4,5,22,-16,-5,3, , , , , , 
JP,Japan,Aomori, ,4/1/2020, ,-4,6,9,-19,-5,3, , , , , , 
JP,Japan,Aomori, ,4/2/2020, ,-7,2,-7,-24,-8,5, , , , , , 
JP,Japan,Aomori, ,4/3/2020, ,-11,1,8,-27,-7,5, , , , , , 
JP,Japan,Aomori, ,4/4/2020, ,-15,4,19,-25,-6,5, , , , , , 
JP,Japan,Aomori, ,4/5/2020, ,-21,2,-12,-35,-8,6, , , , , , 
JP,Japan,Aomori, ,4/6/2020, ,-13,-3,-13,-25,-8,5, , , , , , 
JP,Japan,Aomori, ,4/7/2020, ,-2,5,17,-20,-12,4, , , , , , 
JP,Japan,Aomori, ,4/8/2020, ,-9,5,20,-19,-7,3, , , , , , 
JP,Japan,Aomori, ,4/9/2020, ,-14,1,-2,-24,-7,5, , , , , , 
JP,Japan,Aomori, ,4/10/2020, ,-17,2,-5,-29,-6,5, , , , , , 
JP,Japan,Aomori, ,4/11/2020, ,-19,2,2,-33,-13,7, , , , , , 
JP,Japan,Aomori, ,4/12/2020, ,-27,-3,-16,-42,-11,7, , , , , , 
JP,Japan,Aomori, ,4/13/2020, ,-17,-4,-12,-28,-7,5, , , , , , 
JP,Japan,Aomori, ,4/14/2020, ,-11,2,14,-22,-7,4, , , , , , 
JP,Japan,Aomori, ,4/15/2020, ,-7,10,6,-23,-7,4, , , , , , 
JP,Japan,Aomori, ,4/16/2020, ,-10,6,19,-24,-8,4, , , , , , 
JP,Japan,Aomori, ,4/17/2020, ,-16,1,16,-30,-8,6, , , , , , 
JP,Japan,Aomori, ,4/18/2020, ,-24,1,-8,-36,-9,7, , , , , , 
JP,Japan,Aomori, ,4/19/2020, ,-32,-7,-34,-45,-13,9, , , , , , 
JP,Japan,Aomori, ,4/20/2020, ,-21,-2,-20,-35,-9,7, , , , , , 
JP,Japan,Aomori, ,4/21/2020, ,-17,0,0,-32,-11,7, , , , , , 
JP,Japan,Aomori, ,4/22/2020, ,-16,3,7,-33,-12,7, , , , , , 
JP,Japan,Aomori, ,4/23/2020, ,-22,-2,-9,-36,-13,8, , , , , , 
JP,Japan,Aomori, ,4/24/2020, ,-21,1,2,-38,-12,8, , , , , , 
JP,Japan,Aomori, ,4/25/2020, ,-25,0,9,-36,-14,8, , , , , , 
JP,Japan,Aomori, ,4/26/2020, ,-32,-4,-4,-45,-15,8, , , , , , 
JP,Japan,Aomori, ,4/27/2020, ,-17,-3,3,-35,-13,8, , , , , , 
JP,Japan,Aomori, ,4/28/2020, ,-9,5,15,-32,-13,6, , , , , , 
JP,Japan,Aomori, ,4/29/2020, ,-10,0,31,-46,-58,17, , , , , , 
JP,Japan,Aomori, ,4/30/2020, ,-16,5,19,-36,-20,9, , , , , , 
JP,Japan,Aomori, ,5/1/2020, ,-23,2,11,-42,-23,12, , , , , , 
JP,Japan,Aomori, ,5/2/2020, ,-31,-3,14,-42,-23,10, , , , , , 
JP,Japan,Aomori, ,5/3/2020, ,-32,-2,33,-40,-22,7, , , , , , 
JP,Japan,Aomori, ,5/4/2020, ,-7,-2,28,-47,-68,23, , , , , , 
JP,Japan,Aomori, ,5/5/2020, ,2,7,43,-43,-68,23, , , , , , 
JP,Japan,Aomori, ,5/6/2020, ,-10,-1,17,-49,-65,23, , , , , , 
JP,Japan,Aomori, ,5/7/2020, ,-15,1,8,-31,-10,6, , , , , , 
JP,Japan,Aomori, ,5/8/2020, ,-19,-2,15,-32,-10,7, , , , , , 
JP,Japan,Aomori, ,5/9/2020, ,-21,-2,22,-31,-5,6, , , , , , 
JP,Japan,Aomori, ,5/10/2020, ,-20,0,-19,-41,-10,7, , , , , , 
JP,Japan,Aomori, ,5/11/2020, ,-15,-3,8,-28,-7,5, , , , , , 
JP,Japan,Aomori, ,5/12/2020, ,-12,2,21,-24,-8,4, , , , , , 
JP,Japan,Aomori, ,5/13/2020, ,-9,1,20,-26,-7,4, , , , , , 
JP,Japan,Aomori, ,5/14/2020, ,-11,1,19,-26,-8,4, , , , , , 
JP,Japan,Aomori, ,5/15/2020, ,-15,0,14,-29,-7,5, , , , , , 
JP,Japan,Aomori, ,5/16/2020, ,-16,-1,10,-30,-8,5, , , , , , 
JP,Japan,Aomori, ,5/17/2020, ,-17,-2,20,-32,-10,5, , , , , , 
JP,Japan,Aomori, ,5/18/2020, ,-12,-3,8,-27,-7,4, , , , , , 
JP,Japan,Aomori, ,5/19/2020, ,-15,-5,-16,-31,-8,6, , , , , , 
JP,Japan,Aomori, ,5/20/2020, ,-6,7,-13,-30,-8,6, , , , , , 
JP,Japan,Aomori, ,5/21/2020, ,-10,2,7,-26,-8,5, , , , , , 
JP,Japan,Aomori, ,5/22/2020, ,-13,-1,4,-29,-7,5, , , , , , 
JP,Japan,Aomori, ,5/23/2020, ,-10,1,26,-25,-11,4, , , , , , 
JP,Japan,Aomori, ,5/24/2020, ,-12,1,49,-21,-7,3, , , , , , 
JP,Japan,Aomori, ,5/25/2020, ,-3,3,18,-24,-7,3, , , , , , 
JP,Japan,Aomori, ,5/26/2020, ,-1,4,29,-20,-6,3, , , , , , 
JP,Japan,Aomori, ,5/27/2020, ,-1,5,10,-23,-6,3, , , , , , 
JP,Japan,Aomori, ,5/28/2020, ,-3,4,26,-21,-6,3, , , , , , 
JP,Japan,Aomori, ,5/29/2020, ,-6,2,21,-25,-5,4, , , , , , 
JP,Japan,Aomori, ,5/30/2020, ,-2,5,49,-16,-5,2, , , , , , 
JP,Japan,Aomori, ,5/31/2020, ,-4,6,65,-13,-5,1, , , , , , 
JP,Japan,Aomori, ,6/1/2020, ,-5,1,19,-20,-3,2, , , , , , 
JP,Japan,Aomori, ,6/2/2020, ,-1,2,19,-20,-5,3, , , , , , 
JP,Japan,Aomori, ,6/3/2020, ,2,8,39,-17,-4,2, , , , , , 
JP,Japan,Aomori, ,6/4/2020, ,-2,4,27,-18,-5,3, , , , , , 
JP,Japan,Aomori, ,6/5/2020, ,-10,1,21,-23,-5,3, , , , , , 
JP,Japan,Chiba, ,2/15/2020, ,-3,3,9,0,4,0, , , , , , 
JP,Japan,Chiba, ,2/16/2020, ,-12,-8,-41,-13,-1,3, , , , , , 
JP,Japan,Chiba, ,2/17/2020, ,-3,1,-1,-2,1,1, , , , , , 
JP,Japan,Chiba, ,2/18/2020, ,3,3,9,-3,0,1, , , , , , 
JP,Japan,Chiba, ,2/19/2020, ,-1,3,17,-3,0,0, , , , , , 
JP,Japan,Chiba, ,2/20/2020, ,0,3,1,-3,0,1, , , , , , 
JP,Japan,Chiba, ,2/21/2020, ,-2,2,9,-5,0,1, , , , , , 
JP,Japan,Chiba, ,2/22/2020, ,-6,1,-7,-5,0,2, , , , , , 
JP,Japan,Chiba, ,2/23/2020, ,0,7,33,-2,1,0, , , , , , 
JP,Japan,Chiba, ,2/24/2020, ,24,6,69,-34,-58,17, , , , , , 
JP,Japan,Chiba, ,2/25/2020, ,-1,7,1,-4,1,1, , , , , , 
JP,Japan,Chiba, ,2/26/2020, ,-8,3,-13,-7,0,2, , , , , , 
JP,Japan,Chiba, ,2/27/2020, ,-4,7,-2,-7,0,2, , , , , , 
JP,Japan,Chiba, ,2/28/2020, ,-1,18,3,-11,0,2, , , , , , 
JP,Japan,Chiba, ,2/29/2020, ,-11,10,-5,-21,3,4, , , , , , 
JP,Japan,Chiba, ,3/1/2020, ,-12,10,24,-27,0,4, , , , , , 
JP,Japan,Chiba, ,3/2/2020, ,-18,-3,-39,-19,-4,5, , , , , , 
JP,Japan,Chiba, ,3/3/2020, ,-3,9,26,-16,-3,4, , , , , , 
JP,Japan,Chiba, ,3/4/2020, ,-17,-4,-26,-21,-6,7, , , , , , 
JP,Japan,Chiba, ,3/5/2020, ,-10,3,-3,-19,-5,6, , , , , , 
JP,Japan,Chiba, ,3/6/2020, ,-10,4,17,-19,-5,5, , , , , , 
JP,Japan,Chiba, ,3/7/2020, ,-14,1,-17,-26,-4,6, , , , , , 
JP,Japan,Chiba, ,3/8/2020, ,-20,-6,-50,-36,-7,7, , , , , , 
JP,Japan,Chiba, ,3/9/2020, ,-10,2,10,-18,-5,5, , , , , , 
JP,Japan,Chiba, ,3/10/2020, ,-12,-5,-33,-20,-7,7, , , , , , 
JP,Japan,Chiba, ,3/11/2020, ,-5,7,44,-18,-6,4, , , , , , 
JP,Japan,Chiba, ,3/12/2020, ,-4,5,27,-18,-6,5, , , , , , 
JP,Japan,Chiba, ,3/13/2020, ,-7,6,26,-18,-6,5, , , , , , 
JP,Japan,Chiba, ,3/14/2020, ,-23,-12,-55,-33,-9,8, , , , , , 
JP,Japan,Chiba, ,3/15/2020, ,-7,11,36,-24,-2,4, , , , , , 
JP,Japan,Chiba, ,3/16/2020, ,-9,1,2,-17,-4,5, , , , , , 
JP,Japan,Chiba, ,3/17/2020, ,-2,5,22,-18,-5,4, , , , , , 
JP,Japan,Chiba, ,3/18/2020, ,-4,6,45,-15,-5,4, , , , , , 
JP,Japan,Chiba, ,3/19/2020, ,1,6,22,-14,-6,3, , , , , , 
JP,Japan,Chiba, ,3/20/2020, ,13,11,65,-40,-58,19, , , , , , 
JP,Japan,Chiba, ,3/21/2020, ,-8,7,49,-19,-7,3, , , , , , 
JP,Japan,Chiba, ,3/22/2020, ,-10,5,46,-22,-4,3, , , , , , 
JP,Japan,Chiba, ,3/23/2020, ,-9,-1,7,-17,-4,4, , , , , , 
JP,Japan,Chiba, ,3/24/2020, ,-3,3,23,-17,-5,5, , , , , , 
JP,Japan,Chiba, ,3/25/2020, ,-1,10,65,-15,-6,3, , , , , , 
JP,Japan,Chiba, ,3/26/2020, ,1,18,54,-16,-7,4, , , , , , 
JP,Japan,Chiba, ,3/27/2020, ,-9,10,19,-23,-9,7, , , , , , 
JP,Japan,Chiba, ,3/28/2020, ,-22,1,-22,-39,-10,9, , , , , , 
JP,Japan,Chiba, ,3/29/2020, ,-43,-21,-61,-53,-15,11, , , , , , 
JP,Japan,Chiba, ,3/30/2020, ,-10,6,9,-25,-10,7, , , , , , 
JP,Japan,Chiba, ,3/31/2020, ,-7,7,15,-25,-9,7, , , , , , 
JP,Japan,Chiba, ,4/1/2020, ,-25,-7,-36,-29,-13,9, , , , , , 
JP,Japan,Chiba, ,4/2/2020, ,-14,7,15,-28,-14,9, , , , , , 
JP,Japan,Chiba, ,4/3/2020, ,-15,9,40,-30,-14,9, , , , , , 
JP,Japan,Chiba, ,4/4/2020, ,-27,6,28,-44,-16,10, , , , , , 
JP,Japan,Chiba, ,4/5/2020, ,-35,-1,-14,-53,-18,10, , , , , , 
JP,Japan,Chiba, ,4/6/2020, ,-16,10,25,-28,-13,8, , , , , , 
JP,Japan,Chiba, ,4/7/2020, ,-13,7,19,-32,-18,10, , , , , , 
JP,Japan,Chiba, ,4/8/2020, ,-27,3,36,-41,-23,13, , , , , , 
JP,Japan,Chiba, ,4/9/2020, ,-28,1,18,-43,-26,15, , , , , , 
JP,Japan,Chiba, ,4/10/2020, ,-30,5,15,-45,-26,16, , , , , , 
JP,Japan,Chiba, ,4/11/2020, ,-34,3,17,-53,-26,13, , , , , , 
JP,Japan,Chiba, ,4/12/2020, ,-42,-5,-11,-61,-27,13, , , , , , 
JP,Japan,Chiba, ,4/13/2020, ,-50,-27,-57,-52,-31,19, , , , , , 
JP,Japan,Chiba, ,4/14/2020, ,-23,9,21,-48,-30,17, , , , , , 
JP,Japan,Chiba, ,4/15/2020, ,-25,10,46,-47,-31,16, , , , , , 
JP,Japan,Chiba, ,4/16/2020, ,-29,6,14,-49,-33,18, , , , , , 
JP,Japan,Chiba, ,4/17/2020, ,-30,10,22,-51,-32,19, , , , , , 
JP,Japan,Chiba, ,4/18/2020, ,-61,-31,-64,-67,-34,20, , , , , , 
JP,Japan,Chiba, ,4/19/2020, ,-40,4,40,-55,-25,11, , , , , , 
JP,Japan,Chiba, ,4/20/2020, ,-44,-14,-50,-53,-33,19, , , , , , 
JP,Japan,Chiba, ,4/21/2020, ,-31,3,23,-50,-33,18, , , , , , 
JP,Japan,Chiba, ,4/22/2020, ,-36,-3,22,-52,-34,18, , , , , , 
JP,Japan,Chiba, ,4/23/2020, ,-35,-1,24,-51,-34,18, , , , , , 
JP,Japan,Chiba, ,4/24/2020, ,-37,0,10,-51,-33,20, , , , , , 
JP,Japan,Chiba, ,4/25/2020, ,-43,-4,3,-55,-28,15, , , , , , 
JP,Japan,Chiba, ,4/26/2020, ,-48,-9,3,-60,-29,13, , , , , , 
JP,Japan,Chiba, ,4/27/2020, ,-39,-9,-14,-50,-33,19, , , , , , 
JP,Japan,Chiba, ,4/28/2020, ,-28,3,14,-50,-34,18, , , , , , 
JP,Japan,Chiba, ,4/29/2020, ,-27,-2,64,-68,-68,26, , , , , , 
JP,Japan,Chiba, ,4/30/2020, ,-29,4,22,-50,-37,19, , , , , , 
JP,Japan,Chiba, ,5/1/2020, ,-34,1,22,-53,-39,22, , , , , , 
JP,Japan,Chiba, ,5/2/2020, ,-44,-6,3,-57,-32,16, , , , , , 
JP,Japan,Chiba, ,5/3/2020, ,-45,-6,10,-59,-31,13, , , , , , 
JP,Japan,Chiba, ,5/4/2020, ,-30,-9,-5,-72,-73,32, , , , , , 
JP,Japan,Chiba, ,5/5/2020, ,-20,1,52,-69,-73,31, , , , , , 
JP,Japan,Chiba, ,5/6/2020, ,-38,-15,-18,-73,-72,32, , , , , , 
JP,Japan,Chiba, ,5/7/2020, ,-32,1,20,-45,-30,17, , , , , , 
JP,Japan,Chiba, ,5/8/2020, ,-35,0,27,-48,-31,18, , , , , , 
JP,Japan,Chiba, ,5/9/2020, ,-41,-6,-1,-53,-23,14, , , , , , 
JP,Japan,Chiba, ,5/10/2020, ,-42,-8,-22,-58,-26,13, , , , , , 
JP,Japan,Chiba, ,5/11/2020, ,-34,-3,15,-45,-28,16, , , , , , 
JP,Japan,Chiba, ,5/12/2020, ,-31,0,21,-47,-30,17, , , , , , 
JP,Japan,Chiba, ,5/13/2020, ,-32,0,27,-48,-31,17, , , , , , 
JP,Japan,Chiba, ,5/14/2020, ,-30,0,21,-48,-31,16, , , , , , 
JP,Japan,Chiba, ,5/15/2020, ,-31,2,19,-47,-30,18, , , , , , 
JP,Japan,Chiba, ,5/16/2020, ,-47,-19,-54,-59,-27,16, , , , , , 
JP,Japan,Chiba, ,5/17/2020, ,-35,1,23,-52,-22,11, , , , , , 
JP,Japan,Chiba, ,5/18/2020, ,-34,-6,-13,-47,-29,16, , , , , , 
JP,Japan,Chiba, ,5/19/2020, ,-34,-9,-33,-50,-32,19, , , , , , 
JP,Japan,Chiba, ,5/20/2020, ,-28,1,-6,-46,-30,17, , , , , , 
JP,Japan,Chiba, ,5/21/2020, ,-30,-2,-8,-47,-30,17, , , , , , 
JP,Japan,Chiba, ,5/22/2020, ,-36,-8,-30,-48,-30,19, , , , , , 
JP,Japan,Chiba, ,5/23/2020, ,-33,-2,-14,-50,-23,13, , , , , , 
JP,Japan,Chiba, ,5/24/2020, ,-32,-1,29,-49,-20,10, , , , , , 
JP,Japan,Chiba, ,5/25/2020, ,-24,2,18,-40,-26,14, , , , , , 
JP,Japan,Chiba, ,5/26/2020, ,-23,-1,-2,-41,-26,15, , , , , , 
JP,Japan,Chiba, ,5/27/2020, ,-21,4,28,-39,-25,14, , , , , , 
JP,Japan,Chiba, ,5/28/2020, ,-20,1,13,-38,-25,14, , , , , , 
JP,Japan,Chiba, ,5/29/2020, ,-21,3,21,-37,-23,14, , , , , , 
JP,Japan,Chiba, ,5/30/2020, ,-22,2,7,-37,-16,10, , , , , , 
JP,Japan,Chiba, ,5/31/2020, ,-24,2,15,-39,-14,8, , , , , , 
JP,Japan,Chiba, ,6/1/2020, ,-24,-3,-15,-29,-16,11, , , , , , 
JP,Japan,Chiba, ,6/2/2020, ,-16,3,14,-30,-17,11, , , , , , 
JP,Japan,Chiba, ,6/3/2020, ,-20,3,22,-30,-18,10, , , , , , 
JP,Japan,Chiba, ,6/4/2020, ,-18,3,11,-30,-18,11, , , , , , 
JP,Japan,Chiba, ,6/5/2020, ,-20,2,13,-31,-18,12, , , , , , 
JP,Japan,Ehime, ,2/15/2020, ,-4,3,-3,-1,2,1, , , , , , 
JP,Japan,Ehime, ,2/16/2020, ,-7,-3,-37,-13,-1,3, , , , , , 
JP,Japan,Ehime, ,2/17/2020, ,-3,0,-18,-4,1,2, , , , , , 
JP,Japan,Ehime, ,2/18/2020, ,-2,0,4,0,0,1, , , , , , 
JP,Japan,Ehime, ,2/19/2020, ,1,0,6,1,0,0, , , , , , 
JP,Japan,Ehime, ,2/20/2020, ,1,3,7,5,1,0, , , , , , 
JP,Japan,Ehime, ,2/21/2020, ,0,0,8,5,1,1, , , , , , 
JP,Japan,Ehime, ,2/22/2020, ,-2,1,-23,0,-2,2, , , , , , 
JP,Japan,Ehime, ,2/23/2020, ,5,5,48,24,1,-1, , , , , , 
JP,Japan,Ehime, ,2/24/2020, ,26,5,84,18,-49,11, , , , , , 
JP,Japan,Ehime, ,2/25/2020, ,2,5,12,4,2,0, , , , , , 
JP,Japan,Ehime, ,2/26/2020, ,2,3,2,2,1,0, , , , , , 
JP,Japan,Ehime, ,2/27/2020, ,2,5,4,-1,1,1, , , , , , 
JP,Japan,Ehime, ,2/28/2020, ,0,9,-5,-7,2,1, , , , , , 
JP,Japan,Ehime, ,2/29/2020, ,-9,8,-48,-24,5,4, , , , , , 
JP,Japan,Ehime, ,3/1/2020, ,-6,8,-17,-19,7,3, , , , , , 
JP,Japan,Ehime, ,3/2/2020, ,-2,9,-1,-15,1,2, , , , , , 
JP,Japan,Ehime, ,3/3/2020, ,-3,6,16,-11,0,2, , , , , , 
JP,Japan,Ehime, ,3/4/2020, ,-10,-1,-28,-19,-3,4, , , , , , 
JP,Japan,Ehime, ,3/5/2020, ,-7,4,-2,-16,-2,3, , , , , , 
JP,Japan,Ehime, ,3/6/2020, ,-9,0,10,-16,-2,4, , , , , , 
JP,Japan,Ehime, ,3/7/2020, ,-14,1,-22,-28,-2,6, , , , , , 
JP,Japan,Ehime, ,3/8/2020, ,-11,1,-7,-25,-4,5, , , , , , 
JP,Japan,Ehime, ,3/9/2020, ,-6,1,16,-14,-1,3, , , , , , 
JP,Japan,Ehime, ,3/10/2020, ,-3,2,-11,-16,-2,4, , , , , , 
JP,Japan,Ehime, ,3/11/2020, ,-1,2,6,-12,-3,3, , , , , , 
JP,Japan,Ehime, ,3/12/2020, ,-2,3,20,-9,-2,2, , , , , , 
JP,Japan,Ehime, ,3/13/2020, ,-4,0,10,-14,-2,3, , , , , , 
JP,Japan,Ehime, ,3/14/2020, ,-7,3,-21,-22,-7,6, , , , , , 
JP,Japan,Ehime, ,3/15/2020, ,-7,2,8,-16,-3,4, , , , , , 
JP,Japan,Ehime, ,3/16/2020, ,-1,1,9,-14,-1,3, , , , , , 
JP,Japan,Ehime, ,3/17/2020, ,0,1,33,-8,-3,3, , , , , , 
JP,Japan,Ehime, ,3/18/2020, ,1,0,20,-8,-2,2, , , , , , 
JP,Japan,Ehime, ,3/19/2020, ,7,4,19,-2,-2,1, , , , , , 
JP,Japan,Ehime, ,3/20/2020, ,18,6,69,-1,-48,13, , , , , , 
JP,Japan,Ehime, ,3/21/2020, ,-5,5,35,0,-6,3, , , , , , 
JP,Japan,Ehime, ,3/22/2020, ,-5,2,27,-6,-2,3, , , , , , 
JP,Japan,Ehime, ,3/23/2020, ,3,2,32,-6,-1,2, , , , , , 
JP,Japan,Ehime, ,3/24/2020, ,5,2,40,-7,-3,2, , , , , , 
JP,Japan,Ehime, ,3/25/2020, ,7,3,29,-5,-2,1, , , , , , 
JP,Japan,Ehime, ,3/26/2020, ,2,5,10,-7,-2,2, , , , , , 
JP,Japan,Ehime, ,3/27/2020, ,-5,-2,-31,-16,-4,5, , , , , , 
JP,Japan,Ehime, ,3/28/2020, ,-11,0,-38,-24,-4,6, , , , , , 
JP,Japan,Ehime, ,3/29/2020, ,-5,5,29,-12,0,3, , , , , , 
JP,Japan,Ehime, ,3/30/2020, ,0,2,2,-13,-3,3, , , , , , 
JP,Japan,Ehime, ,3/31/2020, ,0,4,21,-11,-3,3, , , , , , 
JP,Japan,Ehime, ,4/1/2020, ,-11,-5,-30,-23,-7,5, , , , , , 
JP,Japan,Ehime, ,4/2/2020, ,-5,5,40,-13,-6,3, , , , , , 
JP,Japan,Ehime, ,4/3/2020, ,-12,2,35,-18,-7,5, , , , , , 
JP,Japan,Ehime, ,4/4/2020, ,-16,7,41,-21,-6,6, , , , , , 
JP,Japan,Ehime, ,4/5/2020, ,-18,4,58,-24,-6,6, , , , , , 
JP,Japan,Ehime, ,4/6/2020, ,-9,3,45,-18,-5,4, , , , , , 
JP,Japan,Ehime, ,4/7/2020, ,-10,3,50,-20,-7,4, , , , , , 
JP,Japan,Ehime, ,4/8/2020, ,-11,1,28,-20,-9,5, , , , , , 
JP,Japan,Ehime, ,4/9/2020, ,-14,1,29,-22,-8,5, , , , , , 
JP,Japan,Ehime, ,4/10/2020, ,-16,2,23,-26,-7,5, , , , , , 
JP,Japan,Ehime, ,4/11/2020, ,-21,5,15,-35,-13,8, , , , , , 
JP,Japan,Ehime, ,4/12/2020, ,-36,-12,-63,-59,-15,11, , , , , , 
JP,Japan,Ehime, ,4/13/2020, ,-25,-8,-36,-35,-8,8, , , , , , 
JP,Japan,Ehime, ,4/14/2020, ,-16,1,30,-25,-7,5, , , , , , 
JP,Japan,Ehime, ,4/15/2020, ,-15,4,12,-26,-8,5, , , , , , 
JP,Japan,Ehime, ,4/16/2020, ,-17,3,14,-28,-8,6, , , , , , 
JP,Japan,Ehime, ,4/17/2020, ,-22,0,-10,-36,-9,8, , , , , , 
